loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
10000,10000,9975, 60 months,0.1595,242.92,E,E1,Newcovenant Fellow Church,10+ years,MORTGAGE,38400,Source Verified,10-Dec,Charged Off,  Borrower added on 12/28/10 > Hi my name is Adam thank you for considering my loan i am a father and husband i need this loan to pay off some credit cards so i can get a new start for myself and family.<br/>,other,End of the year loan 2010,310xx,GA,14.41,0,Sep-00,1,,,7,0,7957,97%,24,3638.45,3629.41,1040.89,1138.19,0,1459.37,432.2018,11-Oct,242.92,19-Mar
5000,5000,5000, 60 months,0.1261,112.77,C,C2,Colorado Dept. of Corrections/ Sterling,10+ years,MORTGAGE,46800,Verified,10-Dec,Charged Off,  Borrower added on 12/28/10 > It's been a rough year on the medical front for my son. This consolidation will allow me to pay off the higher interest bills with a much lower interest rate and much lower monthly payment. The extra monthly savings can be used to help build our reserve back up and then maybe pay down this debt a little quicker. Thank you for your time and faith.<br/>,debt_consolidation,Mel's Loan,807xx,CO,14.33,0,Jan-94,3,,,20,0,17347,25.40%,37,2522.89,2522.89,832.29,630.21,0,1060.39,177.7608,12-Feb,112.77,17-Dec
5500,5500,5500, 60 months,0.1446,129.3,D,D2,hard rock casino,4 years,RENT,65000,Verified,11-Jan,Charged Off,  Borrower added on 12/28/10 > I have a good and secure job.  I'm gonna pay off my credit card 2 get a lower interest rate<br/>,credit_card,visa card,330xx,FL,10.63,0,1-Aug,2,,,5,0,6447,82.70%,8,373.96,373.96,62.66,65.89,0,245.41,2.28,11-Feb,129.3,16-Oct
12000,12000,12000, 60 months,0.1483,284.41,D,D3,Brendle Fire Equipment,5 years,MORTGAGE,30160,Not Verified,10-Dec,Charged Off,  Borrower added on 12/28/10 > The money will be used to pay off all high interest credit cards. I have a steady job been here over 5 years. My buget will more then cover the monthley payment. I always make sure my bills are paid each month.<br/>,credit_card,Out of dept,361xx,AL,17.27,0,1-Feb,2,,98,10,1,13503,83.40%,18,10477.11,10477.11,5500.82,4060.04,14.90835352,901.34,9.013400001,14-Jun,390.57,16-Oct
22000,22000,21950, 36 months,0.0888,698.37,B,B1,Med Star Health - Harbor hospital,< 1 year,MORTGAGE,72500,Verified,11-Jan,Charged Off,,debt_consolidation,Alicia's loan,212xx,MD,19.37,0,Mar-97,1,73,97,9,1,6055,32.20%,33,20951.1,20903.64,17893.49,3055.92,0,1.69,0,13-Aug,39.41,19-Mar
11500,11500,11000, 36 months,0.1446,395.62,D,D2,smart and final,5 years,RENT,25200,Not Verified,10-Dec,Charged Off,,major_purchase,major purchase,907xx,CA,13.71,0,7-Jul,0,,,5,0,9204,62.60%,5,2405.29,2300.65,1370.36,1034.37,0,0.56,0,11-Sep,300.42,19-Mar
9200,9200,2125.001937, 60 months,0.1483,218.05,D,D3,,n/a,OWN,30000,Verified,10-Dec,Charged Off,Borrower added on 12/05/10 > This will lower my budget and help me get a good running vehicle<br/>,other,Personal Loan,338xx,FL,19.28,1,Oct-97,2,11,,11,0,21316,66.60%,45,1480.18,641.7,534.5,555.1,0,390.58,3.86,11-Jun,218.05,11-Aug
5000,5000,5000, 36 months,0.1036,162.19,B,B5,Internal Revenue Service,10+ years,MORTGAGE,98000,Source Verified,10-Dec,Charged Off,  Borrower added on 12/28/10 > I wanted this loan to spend time with my daughter since she has returned from Iraq.  I have been with my job for 12 years and need to have these funds as soon as possible.  I use my bill payer to pay my bills on time and will add this loan to it.  I will pay off this loan ahead of time by making larger than minimum payments.<br/>,vacation,Vacation,721xx,AR,22.22,0,May-94,2,48,50,17,1,14102,76.60%,36,4781.65,4781.65,3898.2,800.87,14.98187872,67.6,0.95,13-Jun,162.19,16-Oct
8000,8000,8000, 60 months,0.0962,168.49,B,B3,level 3 communications,10+ years,MORTGAGE,92000,Verified,10-Dec,Charged Off,"  Borrower added on 12/27/10 > My wife and I need some extra funds to cover our wedding.  We are so excited to get married, but do not want to stress about money.<br/> Borrower added on 12/28/10 > I am a good borrower because. I have a very stable job.  I have been at the same complany for 11 years. I have really good credit.<br/> Borrower added on 12/28/10 > I have a stable job (11+ years)  and a great credit history.<br/>",wedding,shauns,806xx,CO,17.09,0,Feb-97,2,,,9,0,31161,58.20%,29,1347.92,1347.92,853.66,486.42,0,7.84,0,11-Sep,168.49,19-Mar
10000,10000,9975, 60 months,0.0962,210.61,B,B3,"Alon, Inc",< 1 year,OWN,63000,Verified,11-Jan,Charged Off,  Borrower added on 12/27/10 > I would love to obtain this loan to build the kitchen I always wanted. I found a contractor that is giving me an amazing price and he does beautiful work. I would really appreciate the opportunity to be considered for this loan. Remodeling the kitchen would make my home perfect.<br/> Borrower added on 12/27/10 > Please help make my home perfect by building my dream kitchen.<br/> Borrower added on 12/27/10 > I would love the chance to remodel my kitchen. I found a contractor whose giving me an amazing price and does beautiful work. I would really appreciate the opportunity to be considered for this loan. Please help me build my dream kitchen.<br/> Borrower added on 12/27/10 > dream kitchen<br/> Borrower added on 12/27/10 > dream kitchen<br/>,home_improvement,Loan to remodel my kitchen,207xx,MD,7.94,3,May-99,0,10,,7,0,896,43.30%,21,9071.23,9048.7,6639.65,2380.58,14.93020274,36.07,0,14-Aug,210.61,17-Feb
25000,25000,24842.45559, 60 months,0.1706,622.13,E,E4,BlueCava Inc.,< 1 year,MORTGAGE,118000,Verified,11-Jan,Charged Off,"  Borrower added on 12/28/10 > Hi All,<br/>I have some high interest credit card balances that I am interested in consolidating. I am in the senior management team of a successful IT company and have a very steady job. I have had a very clean credit history and have never been late on any of my payments.<br/>Please contact, if you need more information.<br/>Thanks!<br/>",debt_consolidation,Consolidate Loan,928xx,CA,14.97,0,Dec-98,1,,,10,0,35216,86.70%,24,29810.12,29468.02,17111.39,11462.9,91.14,1144.69,206.0442,14-Nov,1275.37,16-Oct
3700,3700,3200, 36 months,0.0691,114.1,A,A5,Georgia State Government,10+ years,MORTGAGE,40000,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/28/10 > Funds will be used to pay off small balances over 5 credit cards, thereby reducing total interest payments per month.  The funds will be paid back according to the lending agreement or earlier as I am able to budget a min. of $300.00  (above min. pymts.) for debt payoff in my budget.  I have been employed for 20 years with the same employer and am expecting a promotion within 6 - 10 months.<br/>",debt_consolidation,December Loan,302xx,GA,21.39,0,Dec-93,0,,,12,0,42249,90.90%,32,3056.39,2643.19,2378.45,357.07,0,320.87,57.2382,13-Jan,114.1,16-Oct
12000,12000,11975, 60 months,0.1036,257.1,B,B5,Wal Mart,7 years,RENT,24000,Verified,11-Jan,Charged Off,  Borrower added on 12/28/10 > I would like to consolidate my bills<br/> Borrower added on 12/28/10 > I would like to consolidate my bills and get a lower interest rate.<br/>,debt_consolidation,Bettesbills,430xx,OH,14.2,0,Feb-94,0,,,6,0,11627,89.40%,10,3085.2,3078.81,1921.96,1147.16,0,16.08,5.09,12-Jan,257.1,19-Mar
20000,20000,19789.36595, 60 months,0.1891,517.83,F,F4,Reliant Rehabilitation Hospital,2 years,RENT,63000,Verified,10-Dec,Charged Off,,debt_consolidation,Debt Consolidation,787xx,TX,20.7,0,Dec-95,0,71,,8,0,14805,70.80%,23,9251,8794.73,3646.41,4618.05,25.82650368,960.72,9.17,12-May,517.83,16-Oct
10000,10000,9500, 36 months,0.0654,306.68,A,A4,NCO Financial System,2 years,MORTGAGE,43200,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/26/10 > Pay off higher interest credit cards.<br/>I am a good borrower because I pay on time, everytime.<br/>Job is stable, as we've experienced continued growth since 2008.<br/>I am budgeted well within my means.<br/>",debt_consolidation,Pay off debt!,282xx,NC,20.58,0,Jun-99,0,,,10,0,9056,31.20%,17,7856.72,7463.67,6717.86,950.24,0,188.62,2.02,13-Mar,154.37,16-Oct
5500,5500,5500, 60 months,0.1632,134.69,E,E2,University of Colorado,4 years,RENT,74000,Verified,10-Dec,Charged Off,,vacation,vacation,803xx,CO,0.45,0,7-Mar,2,,,2,0,745,74.50%,4,6061.05,6061.05,3678.07,2372.99,0,9.99,0,14-Oct,134.69,19-Mar
13000,13000,13000, 36 months,0.0925,414.92,B,B2,Arc of Cape Cod,9 years,MORTGAGE,68000,Verified,10-Dec,Charged Off,,credit_card,gm loan,026xx,MA,17.08,0,Dec-87,4,36,,7,0,20731,62.40%,30,4187.82,4187.82,2915.98,811.46,0,460.38,4.73,11-Oct,414.92,16-Oct
4500,4500,3925, 36 months,0.0579,136.48,A,A2,Snap On Tools,3 years,RENT,50000,Not Verified,10-Dec,Charged Off,,debt_consolidation,Lending Club Loan,334xx,FL,18.91,0,Sep-91,1,,,7,0,17228,36.80%,21,3413.44,2975.52,2955.68,369.11,0,88.65,1.21,13-Feb,66.39,16-Oct
10000,10000,9975, 36 months,0.1409,342.22,D,D1,IBM,< 1 year,MORTGAGE,160000,Verified,10-Dec,Charged Off,"  Borrower added on 12/23/10 > Good day,  It is time to upgrade my kitchen and the bathrooms.  Hopefully, with this loan, I will be able to complete a project that both, my wife and I are wanting to do for so long.  In the kitchen, we are planning on changing the counter tops, changing the cabinets and buying appliances; in the bathrooms, we need to resurface the tub and change the tiles----thanks,<br/> Borrower added on 12/23/10 > Good day,<br/>We are planning on using this loan to update our kitchen and both of our bathrooms.  The counter tops, the cabinets and the appliances will be changed in the kitchen; while the tubs will be re-surfaces and the tiles changed in the bathrooms.---Thank you<br/> Borrower added on 12/23/10 > Good day,<br/>We are planning on using this loan to update our kitchen and both of our bathrooms.  The counter tops, the cabinets and the appliances will be changed in the kitchen; while the tubs will be re-surfaces and the tiles changed in the bathrooms.<br/><br/>I have a pretty good job and that is why, feeling more secure, I have decided to take a loan to engage the work.<br/>",home_improvement,Home Improvement,303xx,GA,17.74,0,Dec-97,3,24,,17,0,107021,57.40%,36,6496.49,6480.32,4411.45,1755.11,0,329.93,3.38,12-Aug,700,16-Oct
10000,10000,9763.482009, 60 months,0.1261,225.54,C,C2,City of New Britain,7 years,MORTGAGE,82000,Not Verified,10-Dec,Charged Off,,house,Home Down Payment,064xx,CT,14.63,0,Nov-98,3,,,10,0,20914,74.20%,39,5412.96,5018.3,3262.56,2140.08,0,10.32,0,13-Jan,225.54,19-Mar
7000,7000,7000, 60 months,0.1817,178.41,F,F2,Me Day Spa,1 year,RENT,49000,Not Verified,11-Jan,Charged Off,,debt_consolidation,My Loan,331xx,FL,2.35,0,6-Oct,0,,,3,0,2950,81.90%,4,4631.35,4631.35,1989.69,2353.3,0,288.36,2.8,13-Mar,208.87,16-Oct
22000,22000,19599.94, 60 months,0.1261,496.19,C,C2,RIT Rescue and Escape Systems,3 years,MORTGAGE,55000,Verified,10-Dec,Charged Off,"  Borrower added on 12/23/10 > I plan to use the loan to pay off 6 high interest credit cards. Am Trust is $4700, Citibank is $4800, Dell Financial is $900, GE Money is $655, GM Card(HSBC) is $3800, and PNC Bank is just under $7,000. Paying off these cards will bring my monthly payments down by $200. I also will have 3 no interest cards paid off in the next few months, saving me an additional $150 a month.<br/>",debt_consolidation,CC Payoff,442xx,OH,14.03,0,1-Jun,3,,,7,0,1286,11.30%,27,5458.09,5251.16,3069.27,2381.89,0,6.93,0,11-Dec,496.19,19-Mar
7000,7000,7000, 36 months,0.1298,235.8,C,C3,J&C Enterprises,3 years,RENT,60000,Source Verified,11-Jan,Charged Off,,wedding,Albert's loan,331xx,FL,19.8,0,Dec-96,0,,,14,0,7119,82.80%,26,4465.06,4465.06,3156.32,1079.98,0,228.76,2.44,12-Jul,235.8,16-Oct
25000,25000,24975, 60 months,0.1446,587.69,D,D2,Bonland Industries,4 years,RENT,97920,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/30/10 > Citi 1: $4,472.13, 18.990%, $100<br/>Citi 2: $5,834.19, 13.240%, $100<br/>Discover: $5,873.08, 14.24%, $100 <br/>USAA 1: $5,746.14, 14.75% $200<br/>USAA 2: $2,391.25, 8.69% $300<br/>",debt_consolidation,Consolidation,106xx,NY,13.46,0,Dec-98,0,80,,11,0,14026,43.80%,24,12254.3,12242.18,6063.32,5081.51,0,1109.47,10.73,12-Aug,587.69,17-Jan
5000,5000,5000, 36 months,0.1261,167.54,C,C2,Biotest Microbiology Corporation,3 years,RENT,70000,Source Verified,11-Jan,Charged Off,,credit_card,Loan,926xx,CA,24.26,1,Feb-98,1,3,,10,0,20721,62.80%,34,5576.58,5576.58,843.1,342.62,0,4390.86,1536.68,11-Aug,350.08,19-Mar
12000,12000,12000, 60 months,0.0962,252.73,B,B3,AT&T,4 years,MORTGAGE,80000,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/22/10 > WE ARE TRYING THIS FOR THE LAST TIME WE RAN INTO ISSUES WITH THE BOOKS OF THE BUSINESS DURING DUE DILIGENCE!! THANK YOU EVERYONE THAT BIDS ON US.<br/><br/>We have already gone through the due diligence period with the current owner and his books for the past 3yrs have been perfect based on what our CPA has shown us.<br/><br/>This loan will be used to&hellip;Help fund our working capital of an existing business that is currently turning a very strong profit. The cafe has been open since 1996. We are looking to purchase this cafe as the current owners are retiring due to back and knee surgery. The current net profit is between 62-65k per year and they are only open 35hrs per week, plus limited catering. We plan to expand the hours to serve breakfast along with branding our new name. Our plans are to take the branding to a whole new level in the wonderful downtown suburb of Atlanta, GA. Our projections right now are to turn a net profit the first year in the 65-72k range, and that's having all of the business debt being paid off in 3yrs or less.<br/><br/><br/>I am a good candidate for this loan because&hellip;My husband and I are very responsible with our money! I am a senior accounting manager for AT&amp;T. My husband is currently an A/P analyst and will be running this diner while I continue working. We both have associate degrees in accounting with GPA's above 3.5.<br/><br/>Monthly net income:<br/>$   Monthly expenses:<br/>$   Housing: $ 2325<br/>$   Car expenses: 675<br/>$   Utilities: 400<br/>$   Phone, cable, internet: 185<br/>$   Food, entertainment: 400<br/>$   Clothing, household expenses: 100<br/>$   Credit cards and other loans: 250<br/> Borrower added on 12/27/10 > I WOULD LIKE TO ADD THAT IF YOU WOULD LIKE TO SEE OUR BUDGET, WE CAN MAKE THAT AVAILABLE TO ANYONE WHO IS ON THE FENCE ABOUT LENDING TO US!! THANK YOU AGAIN TO ALL WHO BELIEVE IN US SMALL BUSINESS OWNERS!!!!<br/>",small_business,Working Capital for Cafe!!!!,301xx,GA,14.12,0,May-00,1,24,,10,0,6969,18%,23,1263.65,1263.65,793.54,467.31,0,2.8,0,11-Jun,252.73,19-Mar
1400,1400,1400, 60 months,0.1854,35.97,F,F3,marcy correctional,10+ years,OWN,51000,Not Verified,10-Dec,Charged Off,,debt_consolidation,debt,134xx,NY,23.32,2,Apr-98,2,2,,11,0,3084,99.50%,66,488.73,488.73,277.11,210.42,0,1.2,0,11-Dec,35.97,17-Feb
9600,9600,9496.955027, 60 months,0.0925,200.45,B,B2,,n/a,MORTGAGE,51600,Verified,10-Dec,Charged Off,"I need the loan for some medical bills to pay , i have had a heart attack and in need to offset some bills to pay asap , medical bills has skyrocketed and took me out of my comfort level all with a 2 month window , so this loan will help me catch up on the bills.  Oh, i have a very stable income coming in 4600 a month, not inc my wife's income which is extra 1500 , I have great credit , never late but again due to medical reasons and hospitalized , I had to dig in my account deep that medical ins would not cover, so that's why.. I am healthy now and just need this so i can put back in my account . 200 a month payment is very easy to pay.  Lending club seems real nice. Borrower added on 12/23/10 > It would be advantageous for me to leave loan out for 5 years so i can establish even a higher score , my credit rating is good but even better when i leave it out longer term to pay payments thats why i went with the 5 year plan. I can better leverage my money by borrowing it and paying back over a 5 year period at the interest and write off the interest payments<br/>",medical,medical/personal loan,347xx,FL,15.95,0,Nov-78,0,,,7,0,15682,61.30%,11,4746.32,4692.31,2869.84,1489.39,0,387.09,3.84,13-Jan,100.59,13-Apr
7000,7000,6475, 36 months,0.0925,223.42,B,B2,,3 years,RENT,84000,Source Verified,10-Dec,Charged Off,,debt_consolidation,josh ,344xx,FL,4.33,0,5-Jul,1,,,4,0,4109,32.60%,5,1624.55,1502.51,1018.84,303.29,29.91272044,272.5,2.77,11-Jul,223.42,16-Oct
25000,25000,24475, 36 months,0.1632,882.89,E,E2,Pacific Maritime Association,9 years,MORTGAGE,85000,Source Verified,11-Jan,Charged Off,"  Borrower added on 12/25/10 > I currently have no problem paying my present bills, I purely just want to lump my credit cards payments together.  I have been blessed with an occupation that allows me to work a number of ways to make a generous income (longshoreman for the Port of LA/Long Beach the biggest port in the country).  I plan to double up on many payments to pay loan off sooner, for I have a low mortgage loan and no car payments.  Personally, I cannot stand to owe people, whether it be a $1 or more and knowing that this loan is funded my many people, all investors can rest assured that they will be my #1 priority.  Before my last two year mishaps, I was the go-to gal for EVERYONE, and as soon as this little hiccup chapter in my life is over, I too will be in your place when a temporary situation brings a person to me asking me for help....I WILL REMEMBER!!!<br/>",debt_consolidation,Consolidation,902xx,CA,22.48,0,Sep-95,3,,,12,0,46796,90.90%,37,13294.68,13015.21,8791.74,4501.26,0,1.68,0,12-May,885.17,19-Mar
12000,12000,11793.18081, 60 months,0.0962,252.73,B,B3,,n/a,OWN,42000,Not Verified,10-Dec,Charged Off,  Borrower added on 12/23/10 > My youngest son was in an accident on Oct. 13 of this year and has no feeling from the waist down and I would like to be able to help him until he gets his social security started if he needs it.<br/>,debt_consolidation,Loan Consolidation,719xx,AR,17.97,0,Dec-94,3,,,6,0,4462,52.50%,15,14911.07,14606.1,11730.68,3154.12,0,26.27,4.7286,15-Dec,252.73,15-Nov
15000,15000,13206.82, 36 months,0.0691,462.54,A,A5,Prime Marine Services,3 years,MORTGAGE,98004,Source Verified,10-Dec,Charged Off,  Borrower added on 12/20/10 > The funds will be used for an extention on the house for my my 2 boys.  The family is getting bigger and there for the house needs to be bigger.  Plus an upgrade in A/C unit and heating..<br/>I have a long history of credit with my bank and with American Express.   <br/>My budget is pretty simple One Vihical wich my wife pays.  From her job.   the morgage whitch I stated in my application.  Average electric and water and waste $150.00 a month.  Insurance for Jeep full covarage is $140.00 a month.  and thats it.  Pretty simple and to the point.   We do have a gas card we pay monthly for Chevron.  How ever that changes do to gas prices.<br/>I Have been with this company for three years.  The are based out of Cannada.  Witch has a stable economey.  Un like are own.  So no matter what i will have a job do to my international statis...<br/>,home_improvement,Extention to house,705xx,LA,11.66,0,Mar-00,1,66,,10,0,601,17.70%,18,4260.37,4036.14,3067.58,631.71,23.12829247,537.95,5.5,11-Sep,462.54,16-Oct
7750,7750,7225, 36 months,0.0999,250.04,B,B4,Walgreens,2 years,MORTGAGE,36000,Verified,10-Dec,Charged Off,"  Borrower added on 12/20/10 > I will be using part of the funds to pay off some higher interst credit cards / medical bills so I can cancel those accounts.  I also will use the rest to help finish my basement so we can rent it out for the time being, and increase the value of our home in the long run.<br/>",home_improvement,Jonathan's Consoldation and Home Improve,245xx,VA,18.7,0,2-Oct,1,,,13,0,13562,36%,29,6695.9,6240.69,5201.35,1348.44,0,146.11,1.452600005,13-Oct,150.85,16-Oct
3000,3000,2975, 36 months,0.1223,99.98,C,C1,Hollow Creek Golf Club,7 years,RENT,55000,Source Verified,10-Dec,Charged Off,,vacation,Holiday Vacation,217xx,MD,18.26,2,May-96,3,9,,8,0,1343,23.60%,29,999.8,991.48,725.24,272.46,0,2.1,0,11-Nov,99.98,19-Mar
9000,9000,8875, 60 months,0.1036,192.83,B,B5,department of defense,10+ years,MORTGAGE,85000,Source Verified,10-Dec,Charged Off,  Borrower added on 12/22/10 > I am a long-term military member of 20 years and plan on remaining with the military until retirement age. I am a stable family man and have excellent credit rating and history with no bankruptcies. Current vehicle engine died and require new vehicle to continue working. Thank you.<br/>,car,William Auto,346xx,FL,20.34,0,May-97,1,,,18,0,49358,62.60%,36,578.49,570.47,346.63,228.95,0,2.91,0,11-Apr,192.83,17-Feb
25000,25000,23950, 60 months,0.1483,592.52,D,D3,,10+ years,RENT,109000,Verified,10-Dec,Charged Off,  Borrower added on 12/18/10 > Loan to cover start-up expenses for my new S Corp. business<br/> Borrower added on 12/18/10 > Loan to cover start up costs for new S Corp business<br/>,small_business,LendingClub Startup Loan,803xx,CO,13.9,0,Aug-96,5,,,11,0,6390,41.50%,39,9337.04,8944.35,283.25,978.99,29.63,8045.17,974.6766,11-May,350,19-Mar
4500,4500,4000, 36 months,0.0999,145.19,B,B4,,3 years,MORTGAGE,38000,Verified,10-Dec,Charged Off,  Borrower added on 12/18/10 > I am a single mother of 3 with one on the way. I am also a small business owner. I need a reliable vehicle that has enough room to accommodate my large family. Can use some help at Christmas time!<br/>,car,Auto Loan,710xx,LA,14.46,0,May-00,4,,,4,0,0,0%,12,1451.9,1289.97,1114.15,332.05,0,5.7,0,11-Nov,145.19,19-Mar
10000,10000,10000, 60 months,0.1446,235.08,D,D2,Norfolk Southern Railroad,10+ years,MORTGAGE,140000,Verified,10-Dec,Charged Off,,debt_consolidation,EAC Debt Reduction,301xx,GA,23.06,0,Sep-84,6,,,10,0,97653,92.90%,26,8171.76,8171.76,2860.02,2299.42,0,3012.32,510.34,12-Nov,235.08,19-Mar
12000,12000,11925, 36 months,0.0999,387.15,B,B4,State of Louisiana,6 years,RENT,58260,Not Verified,10-Dec,Charged Off,  Borrower added on 12/21/10 > I am interested in learning more about investing here with the Lending Club. Please share your experience if you have any questions for me. Thank you.<br/>,debt_consolidation,anay,708xx,LA,8.24,0,Apr-90,2,38,,8,0,13669,33.30%,46,3871.5,3847.33,2973.29,886.21,0,12,4.3,11-Nov,387.15,19-Mar
4000,4000,4000, 60 months,0.1372,92.5,C,C5,Riverside Superior Court,3 years,MORTGAGE,36000,Not Verified,10-Dec,Charged Off,"  Borrower added on 12/18/10 > I am trying to pay down some bills and do some home improvement so I really need this loan.<br/> Borrower added on 12/20/10 > I really need this loan, please, I need your help. I promise I will pay you back.<br/>",other,Personal,925xx,CA,21.27,1,Sep-89,0,11,,12,0,13824,69.80%,31,847.5,847.5,425.03,392.28,29.97762408,0.22,0,11-Oct,294.96,19-Mar
2000,2000,2000, 36 months,0.1261,67.02,C,C2,Metroclean Commercial Building Services,< 1 year,RENT,33000,Source Verified,10-Dec,Charged Off,"  Borrower added on 12/17/10 > After being reorganized (laid off) by my previous employer for well over 8 months (though it could have been longer, so I should be very grateful), my goal of paying the high and ridiculous interest rates on my credit cards ranging from 27.99%-29.99% made it a little difficult to see a major difference when I did make any payment to my bills.<br/><br/>Now that I have a job that I love, I am willing and eager to get rid of these annoying rates and use my paycheck for more effective things.<br/><br/>I am 27 years old, I have a goal of becoming an entrepreneur in real estate investing, but I have to clean up my credit first, and it starts with the high rates.  To whom ever assists me in this initial endeavor, I am ever grateful.  I want to be an example to others that a life of freedom is attainabale, and if one would just ask and seek a way would be made.<br/><br/>I myself seek to help others, and LendingClub will definitly be a solid option.<br/><br/>Thank you.<br/> Borrower added on 12/18/10 > The card w/ the 29.99% is C(h)iti Card.  I have called them on numerous occasions to lower my interest rate, but they will NOT budge.  My other card is as lowest card is 10.24% and has been there for years.  But Citi or C(h)iti is... something else.<br/><br/>I had to use my 10.24% CC for car repairs &amp; helping a family member when I was laid off.  Trust me, if I had enough room on that card, I would have done a balance transfer.<br/>",credit_card,Rid the Ridiculous Interest Rates,770xx,TX,4.55,0,2-Oct,0,26,,8,0,4959,64.60%,26,1590.83,1590.83,1187.35,349.41,0,54.07,0.6,12-Dec,67.02,16-Oct
5000,5000,4500, 36 months,0.0888,158.72,B,B1,Fry's Electronics  Inc.,6 years,RENT,304800,Source Verified,10-Dec,Charged Off,,debt_consolidation,Debt Consolidation,760xx,TX,1.63,0,4-Jul,0,,,7,0,5285,46.80%,8,3160.96,2844.25,2468.37,541.23,0,151.36,1.59,12-Aug,158.72,16-Oct
10000,10000,9500, 36 months,0.0999,322.63,B,B4,Waxie Sanitary Supply,4 years,MORTGAGE,73524,Source Verified,10-Dec,Charged Off,,other,Wedding,800xx,CO,12.01,0,Jan-96,1,,,11,0,17410,91.60%,28,9784.42,9294.11,8100.97,1555.73,0,127.72,0,13-Jul,322.63,19-Mar
9000,9000,9000, 60 months,0.1223,201.25,C,C1,,10+ years,MORTGAGE,74100,Verified,10-Dec,Charged Off,"Borrower added on 12/16/10 > I've owned and operated my real estate company for 37 years and am looking to make some improvements such as an expansion to several states and developing a new intranet portal for my real estate agents, including an interactive training center with a suite of tools, which will make the realtors less office dependent. I don't need to see a profitable return to repay this loan as it fits well within my current monthly income.  Initially, this loan was listed under my wife's name (we are co-owners), but our income is reported under my name so I had to open a new account.   Thanks!<br/>",small_business,Expand My Real Estate Company,708xx,LA,24.89,0,Sep-97,2,,101,7,1,1428,40.40%,19,2415,2415,1381.83,1018.05,0,15.12,4.81,12-Jan,201.25,11-Nov
15000,15000,15000, 36 months,0.0654,460.01,A,A4,,10+ years,MORTGAGE,126000,Verified,10-Dec,Charged Off,,debt_consolidation,Cady's out of debt plan,038xx,NH,6.26,0,May-96,3,24,,10,0,13988,58.40%,46,5060.11,5060.11,4269.89,782.85,0,7.37,0,11-Dec,460.01,19-Mar
8500,8500,7975, 36 months,0.0617,259.25,A,A3,johnny rockets,< 1 year,RENT,23000,Not Verified,10-Dec,Charged Off,The purpose of this loan is to consolidate my credit cards and have only 1 monthly payment. It  would make my life much easier.  Thank You,debt_consolidation,debt_consolidation,128xx,NY,22.9,0,Jul-94,2,,,9,0,9908,43.70%,44,5444.25,5107.85,4764.2,676.9,0,3.15,0,12-Oct,259.25,19-Mar
5000,5000,4975, 36 months,0.1261,167.54,C,C2,IronStone Bank,3 years,MORTGAGE,60000,Not Verified,10-Dec,Charged Off,  Borrower added on 12/16/10 > I want to pay off high rate credit cards balances and consolidate them in one loan with one lower monthly payment<br/>,debt_consolidation,Consolidation Loan,301xx,GA,20.24,0,Feb-97,2,61,103,18,1,12837,73.70%,26,2513.1,2500.61,1851.28,652.97,0,8.85,0,12-Apr,167.54,19-Jan
4500,4500,4500, 36 months,0.1261,150.78,C,C2,Federal Deposit Insurance Corp,3 years,RENT,55362,Verified,10-Dec,Charged Off,,debt_consolidation,Out of debt quicker,751xx,TX,23.12,1,Dec-99,0,5,,9,0,5140,19.80%,27,4859.72,4859.72,312.84,138.39,14.94926383,4393.54,1537.61,11-Apr,165.78,19-Mar
15000,15000,14425.06992, 36 months,0.0888,476.16,B,B1,Bank of America,6 years,RENT,87000,Verified,10-Dec,Charged Off,,credit_card,GAC Credit Card,913xx,CA,11.03,0,Aug-99,0,,,9,0,10544,65.50%,22,8850.77,8476.93,6988.53,1564.53,0,297.71,3.63,12-Jul,476.16,16-Oct
5500,5500,5500, 36 months,0.1036,178.41,B,B5,Logli,5 years,RENT,12000,Not Verified,10-Dec,Charged Off,  Borrower added on 12/15/10 > Medical bills<br/>,medical,Medical Expense,611xx,IL,11.7,0,7-Jul,3,,,5,0,194,1.80%,6,2357.33,2357.33,1646.43,492.57,0,218.33,38.9538,12-Jan,178.41,16-Oct
8000,8000,7500, 36 months,0.1261,268.06,C,C2,MODENA CAPITAL,< 1 year,RENT,96000,Not Verified,10-Dec,Charged Off,  Borrower added on 12/16/10 > I have a credit rating over 695 with experian and 700 plus with transunion and and equifax..<br/>,credit_card,DEBT CONSOLIDATION /NEW JOB/FRESH START,100xx,NY,17.54,0,Jul-88,1,,,12,0,26227,85.70%,28,2325.11,2179.45,935.47,399.08,0,990.56,177.2658,11-Jun,268.06,16-Oct
